,product,price,quantity,date,region,products
12656,pink morsel,$3.00,539,2019-05-04,north,pink morsel
12657,pink morsel,$3.00,581,2019-05-04,south,pink morsel
12658,pink morsel,$3.00,543,2019-05-04,east,pink morsel
12659,pink morsel,$3.00,583,2019-05-04,west,pink morsel
12684,pink morsel,$3.00,504,2019-05-05,north,pink morsel
12685,pink morsel,$3.00,582,2019-05-05,south,pink morsel
12686,pink morsel,$3.00,510,2019-05-05,east,pink morsel
12687,pink morsel,$3.00,537,2019-05-05,west,pink morsel
12712,pink morsel,$3.00,523,2019-05-06,north,pink morsel
12713,pink morsel,$3.00,563,2019-05-06,south,pink morsel
12714,pink morsel,$3.00,519,2019-05-06,east,pink morsel
12715,pink morsel,$3.00,520,2019-05-06,west,pink morsel
12740,pink morsel,$3.00,550,2019-05-07,north,pink morsel
12741,pink morsel,$3.00,565,2019-05-07,south,pink morsel
12742,pink morsel,$3.00,540,2019-05-07,east,pink morsel
12743,pink morsel,$3.00,548,2019-05-07,west,pink morsel
12768,pink morsel,$3.00,600,2019-05-08,north,pink morsel
12769,pink morsel,$3.00,505,2019-05-08,south,pink morsel
12770,pink morsel,$3.00,595,2019-05-08,east,pink morsel
12771,pink morsel,$3.00,550,2019-05-08,west,pink morsel
12796,pink morsel,$3.00,599,2019-05-09,north,pink morsel
12797,pink morsel,$3.00,547,2019-05-09,south,pink morsel
12798,pink morsel,$3.00,555,2019-05-09,east,pink morsel
12799,pink morsel,$3.00,589,2019-05-09,west,pink morsel
12824,pink morsel,$3.00,500,2019-05-10,north,pink morsel
12825,pink morsel,$3.00,596,2019-05-10,south,pink morsel
12826,pink morsel,$3.00,575,2019-05-10,east,pink morsel
12827,pink morsel,$3.00,519,2019-05-10,west,pink morsel
12852,pink morsel,$3.00,501,2019-05-11,north,pink morsel
12853,pink morsel,$3.00,506,2019-05-11,south,pink morsel
12854,pink morsel,$3.00,550,2019-05-11,east,pink morsel
12855,pink morsel,$3.00,538,2019-05-11,west,pink morsel
12880,pink morsel,$3.00,581,2019-05-12,north,pink morsel
12881,pink morsel,$3.00,508,2019-05-12,south,pink morsel
12882,pink morsel,$3.00,587,2019-05-12,east,pink morsel
12883,pink morsel,$3.00,581,2019-05-12,west,pink morsel
12908,pink morsel,$3.00,521,2019-05-13,north,pink morsel
12909,pink morsel,$3.00,572,2019-05-13,south,pink morsel
12910,pink morsel,$3.00,520,2019-05-13,east,pink morsel
12911,pink morsel,$3.00,538,2019-05-13,west,pink morsel
12936,pink morsel,$3.00,539,2019-05-14,north,pink morsel
12937,pink morsel,$3.00,587,2019-05-14,south,pink morsel
12938,pink morsel,$3.00,545,2019-05-14,east,pink morsel
12939,pink morsel,$3.00,538,2019-05-14,west,pink morsel
12964,pink morsel,$3.00,503,2019-05-15,north,pink morsel
12965,pink morsel,$3.00,550,2019-05-15,south,pink morsel
12966,pink morsel,$3.00,585,2019-05-15,east,pink morsel
12967,pink morsel,$3.00,523,2019-05-15,west,pink morsel
12992,pink morsel,$3.00,535,2019-05-16,north,pink morsel
12993,pink morsel,$3.00,565,2019-05-16,south,pink morsel
12994,pink morsel,$3.00,554,2019-05-16,east,pink morsel
12995,pink morsel,$3.00,535,2019-05-16,west,pink morsel
13020,pink morsel,$3.00,577,2019-05-17,north,pink morsel
13021,pink morsel,$3.00,530,2019-05-17,south,pink morsel
13022,pink morsel,$3.00,540,2019-05-17,east,pink morsel
13023,pink morsel,$3.00,584,2019-05-17,west,pink morsel
13048,pink morsel,$3.00,511,2019-05-18,north,pink morsel
13049,pink morsel,$3.00,579,2019-05-18,south,pink morsel
13050,pink morsel,$3.00,536,2019-05-18,east,pink morsel
13051,pink morsel,$3.00,554,2019-05-18,west,pink morsel
13076,pink morsel,$3.00,599,2019-05-19,north,pink morsel
13077,pink morsel,$3.00,576,2019-05-19,south,pink morsel
13078,pink morsel,$3.00,562,2019-05-19,east,pink morsel
13079,pink morsel,$3.00,550,2019-05-19,west,pink morsel
13104,pink morsel,$3.00,565,2019-05-20,north,pink morsel
13105,pink morsel,$3.00,584,2019-05-20,south,pink morsel
13106,pink morsel,$3.00,595,2019-05-20,east,pink morsel
13107,pink morsel,$3.00,556,2019-05-20,west,pink morsel
13132,pink morsel,$3.00,505,2019-05-21,north,pink morsel
13133,pink morsel,$3.00,561,2019-05-21,south,pink morsel
13134,pink morsel,$3.00,598,2019-05-21,east,pink morsel
13135,pink morsel,$3.00,511,2019-05-21,west,pink morsel
13160,pink morsel,$3.00,533,2019-05-22,north,pink morsel
13161,pink morsel,$3.00,587,2019-05-22,south,pink morsel
13162,pink morsel,$3.00,587,2019-05-22,east,pink morsel
13163,pink morsel,$3.00,574,2019-05-22,west,pink morsel
13188,pink morsel,$3.00,542,2019-05-23,north,pink morsel
13189,pink morsel,$3.00,556,2019-05-23,south,pink morsel
13190,pink morsel,$3.00,547,2019-05-23,east,pink morsel
13191,pink morsel,$3.00,580,2019-05-23,west,pink morsel
13216,pink morsel,$3.00,550,2019-05-24,north,pink morsel
13217,pink morsel,$3.00,541,2019-05-24,south,pink morsel
13218,pink morsel,$3.00,551,2019-05-24,east,pink morsel
13219,pink morsel,$3.00,591,2019-05-24,west,pink morsel
13244,pink morsel,$3.00,596,2019-05-25,north,pink morsel
13245,pink morsel,$3.00,527,2019-05-25,south,pink morsel
13246,pink morsel,$3.00,559,2019-05-25,east,pink morsel
13247,pink morsel,$3.00,523,2019-05-25,west,pink morsel
13272,pink morsel,$3.00,597,2019-05-26,north,pink morsel
13273,pink morsel,$3.00,539,2019-05-26,south,pink morsel
13274,pink morsel,$3.00,546,2019-05-26,east,pink morsel
13275,pink morsel,$3.00,514,2019-05-26,west,pink morsel
13300,pink morsel,$3.00,530,2019-05-27,north,pink morsel
13301,pink morsel,$3.00,568,2019-05-27,south,pink morsel
13302,pink morsel,$3.00,560,2019-05-27,east,pink morsel
13303,pink morsel,$3.00,509,2019-05-27,west,pink morsel
13328,pink morsel,$3.00,545,2019-05-28,north,pink morsel
13329,pink morsel,$3.00,585,2019-05-28,south,pink morsel
13330,pink morsel,$3.00,520,2019-05-28,east,pink morsel
13331,pink morsel,$3.00,511,2019-05-28,west,pink morsel
13356,pink morsel,$3.00,533,2019-05-29,north,pink morsel
13357,pink morsel,$3.00,559,2019-05-29,south,pink morsel
13358,pink morsel,$3.00,527,2019-05-29,east,pink morsel
13359,pink morsel,$3.00,560,2019-05-29,west,pink morsel
13384,pink morsel,$3.00,564,2019-05-30,north,pink morsel
13385,pink morsel,$3.00,548,2019-05-30,south,pink morsel
13386,pink morsel,$3.00,572,2019-05-30,east,pink morsel
13387,pink morsel,$3.00,587,2019-05-30,west,pink morsel
13412,pink morsel,$3.00,572,2019-05-31,north,pink morsel
13413,pink morsel,$3.00,588,2019-05-31,south,pink morsel
13414,pink morsel,$3.00,559,2019-05-31,east,pink morsel
13415,pink morsel,$3.00,535,2019-05-31,west,pink morsel
13440,pink morsel,$3.00,560,2019-06-01,north,pink morsel
13441,pink morsel,$3.00,565,2019-06-01,south,pink morsel
13442,pink morsel,$3.00,516,2019-06-01,east,pink morsel
13443,pink morsel,$3.00,563,2019-06-01,west,pink morsel
13468,pink morsel,$3.00,585,2019-06-02,north,pink morsel
13469,pink morsel,$3.00,569,2019-06-02,south,pink morsel
13470,pink morsel,$3.00,519,2019-06-02,east,pink morsel
13471,pink morsel,$3.00,548,2019-06-02,west,pink morsel
13496,pink morsel,$3.00,573,2019-06-03,north,pink morsel
13497,pink morsel,$3.00,560,2019-06-03,south,pink morsel
13498,pink morsel,$3.00,527,2019-06-03,east,pink morsel
13499,pink morsel,$3.00,583,2019-06-03,west,pink morsel
13524,pink morsel,$3.00,534,2019-06-04,north,pink morsel
13525,pink morsel,$3.00,568,2019-06-04,south,pink morsel
13526,pink morsel,$3.00,534,2019-06-04,east,pink morsel
13527,pink morsel,$3.00,518,2019-06-04,west,pink morsel
13552,pink morsel,$3.00,544,2019-06-05,north,pink morsel
13553,pink morsel,$3.00,520,2019-06-05,south,pink morsel
13554,pink morsel,$3.00,549,2019-06-05,east,pink morsel
13555,pink morsel,$3.00,520,2019-06-05,west,pink morsel
13580,pink morsel,$3.00,554,2019-06-06,north,pink morsel
13581,pink morsel,$3.00,515,2019-06-06,south,pink morsel
13582,pink morsel,$3.00,538,2019-06-06,east,pink morsel
13583,pink morsel,$3.00,582,2019-06-06,west,pink morsel
13608,pink morsel,$3.00,571,2019-06-07,north,pink morsel
13609,pink morsel,$3.00,556,2019-06-07,south,pink morsel
13610,pink morsel,$3.00,501,2019-06-07,east,pink morsel
13611,pink morsel,$3.00,586,2019-06-07,west,pink morsel
13636,pink morsel,$3.00,552,2019-06-08,north,pink morsel
13637,pink morsel,$3.00,520,2019-06-08,south,pink morsel
13638,pink morsel,$3.00,570,2019-06-08,east,pink morsel
13639,pink morsel,$3.00,559,2019-06-08,west,pink morsel
13664,pink morsel,$3.00,594,2019-06-09,north,pink morsel
13665,pink morsel,$3.00,555,2019-06-09,south,pink morsel
13666,pink morsel,$3.00,594,2019-06-09,east,pink morsel
13667,pink morsel,$3.00,599,2019-06-09,west,pink morsel
13692,pink morsel,$3.00,566,2019-06-10,north,pink morsel
13693,pink morsel,$3.00,563,2019-06-10,south,pink morsel
13694,pink morsel,$3.00,541,2019-06-10,east,pink morsel
13695,pink morsel,$3.00,589,2019-06-10,west,pink morsel
